label,step,H,B,D,delta_H,C1,C5,C10,H_attn,S,gpu_power_w,gpu_temp_c
fraudulent,0,2.969247341156006,19.477254350016615,,,0.23914265632629395,0.7269957065582275,0.8318933248519897,2.220220845192671,109.05036735534668,295.52,39
fraudulent,1,0.4314129054546356,1.5394310582263977,1.4628865718841553,-2.5378344357013702,0.952562153339386,0.9686347246170044,0.9729262590408325,3.8813520073890686,81.91859841346741,295.52,39
fraudulent,2,4.354700565338135,77.84351280077767,4.1988019943237305,3.923287659883499,0.11067354679107666,0.4273292124271393,0.588753342628479,2.0736736357212067,111.38076615333557,295.52,39
fraudulent,3,5.1973066329956055,180.78466610506635,7.68393087387085,0.8426060676574707,0.068944551050663,0.2594400942325592,0.4015468955039978,1.87983837723732,113.72697520256042,295.52,39
fraudulent,4,0.21384325623512268,1.2384285236300998,20.194507598876953,-4.983463376760483,0.9610849618911743,0.9960923194885254,0.9975033402442932,1.8283860757946968,114.4508228302002,295.52,39
fraudulent,5,1.8930002450942993,6.639258231298929,14.189353942871094,1.6791569888591766,0.6742408275604248,0.8539638519287109,0.8784754276275635,1.8757528960704803,109.25994825363159,285.217,40
fraudulent,6,0.3967655897140503,1.4870073193829938,5.210366249084473,-1.496234655380249,0.9120585322380066,0.9934999942779541,0.9951915144920349,1.8455061689019203,107.48957228660583,285.217,40
fraudulent,7,1.0864243507385254,2.9636581024755495,10.881884574890137,0.6896587610244751,0.845537543296814,0.9101066589355469,0.9363806247711182,1.9684500358998775,106.5136923789978,285.217,40
fraudulent,8,5.05388069152832,156.6291158947099,2.70548152923584,3.967456340789795,0.13997593522071838,0.31691715121269226,0.41218939423561096,2.1289804205298424,104.99580240249634,285.217,40
fraudulent,9,0.0016441734042018652,1.001645525798382,1.9660372734069824,-5.0522365181241184,0.9998764395713806,0.9999551177024841,0.9999657869338989,1.4904048256576061,116.80164742469788,285.217,40
fraudulent,10,3.581122398376465,35.9138278558748,11.064397811889648,3.579478224972263,0.4100618362426758,0.5774758458137512,0.6663413047790527,1.9444097802042961,106.47380185127258,285.217,40
fraudulent,11,0.018683012574911118,1.0188586320497146,11.998700141906738,-3.5624393858015537,0.9976544380187988,0.9998207688331604,0.999910295009613,1.8246714398264885,109.85752892494202,282.341,41
fraudulent,12,0.8413205146789551,2.3194277938579404,16.375598907470703,0.822637502104044,0.8619124889373779,0.9509955048561096,0.9679194688796997,1.7525052651762962,106.8994038105011,282.341,41
fraudulent,13,0.2593604028224945,1.2961008390634008,5.551778316497803,-0.5819601118564606,0.950760543346405,0.9966224431991577,0.9976313710212708,1.8561159074306488,103.64611172676086,282.341,41
fraudulent,14,0.38036012649536133,1.4628112916926652,10.561674118041992,0.12099972367286682,0.9377934336662292,0.9866030216217041,0.9918119311332703,1.8744399659335613,107.31287932395935,282.341,41
fraudulent,15,1.883195161819458,6.574477858926782,3.466230869293213,1.5028350353240967,0.7084197998046875,0.8402743339538574,0.8764310479164124,2.177952453494072,105.03603219985962,282.341,41
fraudulent,16,1.1765003204345703,3.2430048421573647,6.012966632843018,-0.7066948413848877,0.7840608954429626,0.9271060824394226,0.9391914010047913,2.0747224614024162,113.88949823379517,282.341,41
fraudulent,17,2.3767576217651367,10.769926016782073,5.237167835235596,1.2002573013305664,0.6427757740020752,0.7452473640441895,0.794492244720459,2.0613531544804573,114.42678737640381,282.341,41
fraudulent,18,0.004147175699472427,1.0041557871328741,18.199888229370117,-2.3726104460656643,0.9996333122253418,0.9998980164527893,0.9999654293060303,1.7974129430949688,121.1524567604065,281.531,42
fraudulent,19,1.3870012760162354,4.002828659278272,18.28795051574707,1.382854100316763,0.7505637407302856,0.8823114037513733,0.9233542084693909,2.020979143679142,116.16229605674744,281.531,42
fraudulent,20,0.31144410371780396,1.3653954637606356,3.995333433151245,-1.0755571722984314,0.9436917901039124,0.9925888776779175,0.9947248697280884,2.0212671011686325,112.50822567939758,281.531,42
fraudulent,21,0.43237394094467163,1.5409112172365653,7.866110324859619,0.12092983722686768,0.9135703444480896,0.9916583895683289,0.9940880537033081,2.0594574473798275,112.90783166885376,281.531,42
fraudulent,22,0.04180491715669632,1.0426910477741747,10.600683212280273,-0.3905690237879753,0.9946655035018921,0.9995688199996948,0.9997433423995972,1.8614740297198296,111.93952822685242,281.531,42
fraudulent,23,0.04415562376379967,1.0451449916303586,5.866664886474609,0.0023507066071033478,0.9940131306648254,0.9994839429855347,0.9997029900550842,2.005154836922884,109.58946585655212,281.531,42
fraudulent,24,0.1958456039428711,1.216339092875866,6.802518844604492,0.15168998017907143,0.9646144509315491,0.996840238571167,0.9976319074630737,2.1193525791168213,110.72329783439636,281.531,42
fraudulent,25,0.11017998307943344,1.1164789997048863,15.14504337310791,-0.08566562086343765,0.9797641634941101,0.9993098974227905,0.9995213150978088,2.054060835391283,111.41084432601929,306.757,43
fraudulent,26,0.05202575400471687,1.0534028715065447,3.983447790145874,-0.05815422907471657,0.994400143623352,0.9978618621826172,0.9982267618179321,2.1235636584460735,112.17739915847778,306.757,43
fraudulent,27,0.03895694017410278,1.0397257122780894,5.806198596954346,-0.01306881383061409,0.9967632293701172,0.9972371459007263,0.9976070523262024,2.127647079527378,114.21040797233582,306.757,43
fraudulent,28,0.020197151228785515,1.0204024938027563,13.20826244354248,-0.01875978894531727,0.9977459907531738,0.9995632767677307,0.999722957611084,1.9917778261005878,117.35416650772095,306.757,43
fraudulent,29,0.13335096836090088,1.1426509622992649,15.055350303649902,0.11315381713211536,0.9849569201469421,0.9920704960823059,0.9949168562889099,2.2095290012657642,112.2941906452179,306.757,43
fraudulent,30,0.8863481283187866,2.426253088175919,8.248781204223633,0.7529971599578857,0.7997560501098633,0.9615405201911926,0.9768695831298828,2.290647689253092,116.81394743919373,306.757,43
fraudulent,31,0.3787592947483063,1.4604714502828642,7.798181056976318,-0.5075888335704803,0.951238751411438,0.9725418090820312,0.9805331826210022,2.197047673165798,120.535888671875,337.234,43
fraudulent,32,0.27608224749565125,1.3179562581712811,6.316923141479492,-0.10267704725265503,0.9663964509963989,0.982755720615387,0.9868407845497131,2.1303752548992634,125.94599747657776,337.234,43
fraudulent,33,0.11063246428966522,1.1169842997846458,8.387984275817871,-0.16544978320598602,0.9873418807983398,0.9935087561607361,0.9961409568786621,2.1947804279625416,126.09776663780212,337.234,43
fraudulent,34,0.0383768156170845,1.0391227167829922,12.326739311218262,-0.07225564867258072,0.9952691197395325,0.9990593791007996,0.9994954466819763,2.115981798619032,126.35794758796692,337.234,43
fraudulent,35,0.013663897290825844,1.0137576749714892,9.564635276794434,-0.02471291832625866,0.9987291693687439,0.9995244145393372,0.9997328519821167,2.1809239089488983,117.30993723869324,337.234,43
fraudulent,36,0.029305748641490936,1.0297393877677674,11.30569839477539,0.015641851350665092,0.997088611125946,0.9987425804138184,0.9991597533226013,2.182934172451496,122.66534280776978,337.234,43
fraudulent,37,0.023629654198884964,1.023911046507385,9.494828224182129,-0.005676094442605972,0.9977964758872986,0.9988535046577454,0.9992253184318542,2.2013876512646675,124.02070474624634,337.234,43
fraudulent,38,0.08243618905544281,1.085929377048874,12.940478324890137,0.058806534856557846,0.9903296828269958,0.9964110851287842,0.9981005787849426,2.2885632291436195,120.99573731422424,369.605,43
fraudulent,39,0.04820643365383148,1.0493872618130071,12.72676944732666,-0.03422975540161133,0.9947872757911682,0.9979346990585327,0.9989916682243347,2.292977076023817,124.08147239685059,369.605,43
fraudulent,40,0.08737215399742126,1.0913027368316108,7.470592498779297,0.03916572034358978,0.9910419583320618,0.9953742027282715,0.9965780973434448,2.297394186258316,123.55287790298462,369.605,43
fraudulent,41,0.013461608439683914,1.0135526238365613,5.899134635925293,-0.07391054555773735,0.9987831711769104,0.9994020462036133,0.9996742010116577,2.160578887909651,124.47162508964539,369.605,43
fraudulent,42,0.24778133630752563,1.281179754066998,11.5127592086792,0.23431972786784172,0.9603298306465149,0.993502676486969,0.9962815046310425,2.2447918616235256,124.55992102622986,369.605,43
fraudulent,43,0.03132578730583191,1.0318216035153622,9.00487232208252,-0.21645554900169373,0.9970099925994873,0.9983774423599243,0.998968243598938,2.155752819031477,131.2092728614807,369.605,43
fraudulent,44,0.0013312732335180044,1.0013321597710934,10.580280303955078,-0.029994514072313905,0.9998829364776611,0.9999892711639404,0.9999938607215881,2.1291192546486855,132.75970935821533,400.091,44
fraudulent,45,0.0010354877449572086,1.0010360240474878,11.358760833740234,-0.0002957854885607958,0.9999258518218994,0.9999639391899109,0.9999783635139465,1.873902477324009,143.33165645599365,400.091,44
fraudulent,46,0.024301249533891678,1.024598931353953,10.754067420959473,0.02326576178893447,0.9967902302742004,0.9999183416366577,0.9999653697013855,1.9906585589051247,137.42084503173828,400.091,44
fraudulent,47,0.05982164666056633,1.061647181338811,11.848844528198242,0.03552039712667465,0.9921574592590332,0.9987437725067139,0.9998764395713806,2.0640986934304237,122.93364238739014,400.091,44
fraudulent,48,0.04108446463942528,1.0419401089244433,15.6578950881958,-0.018737182021141052,0.9954408407211304,0.9985686540603638,0.9992276430130005,2.1537590734660625,131.25651574134827,400.091,44
fraudulent,49,0.017491787672042847,1.0176456648765013,10.105621337890625,-0.02359267696738243,0.99837726354599,0.9991528391838074,0.9995276927947998,2.1722804494202137,128.24671363830566,400.091,44
clean,0,2.0879201889038086,8.068117542030173,,,0.4444829225540161,0.8216416239738464,0.8714765310287476,1.8894858080893755,116.1637020111084,427.219,44
clean,1,6.329073429107666,560.6368832986037,12.174217224121094,4.241153240203857,0.10109379142522812,0.23887130618095398,0.33473843336105347,1.2041688282042742,137.54238748550415,427.219,44
clean,2,6.407865524291992,606.597530559181,1.6854077577590942,0.07879209518432617,0.05743547901511192,0.16233113408088684,0.2543596625328064,1.1496548000723124,127.83490753173828,427.219,44
